,transaction_id,date,product_id,store_id,customer_id,quantity,discount,returned,category,color,size,season,supplier,cost_price,list_price,store_name,region,store_size_m2,age,gender,city,revenue,profit,date_by_month,repeat_flag,discount_rate
41168,T0006343,2022-12-05,P025911,S002,C013273,3,0.0,0,Dresses,White,S,Winter,supplierb,17.63,118.49,Porto Center,Porto,728,50,Male,Braga,355.46999999999997,302.58,2022-12,Repeat,
41169,T0012756,2021-10-18,P025923,S003,C009704,4,0.0,0,Dresses,White,XS,Fall,suppliera,72.73,156.81,Faro Outlet,Algarve,336,47,Male,Braga,627.24,336.32,2021-10,Repeat,
41170,T0044468,2021-05-25,P026136,S003,C002820,1,0.0,0,Dresses,Red,XL,Winter,supplierd,56.1,96.02,Faro Outlet,Algarve,336,52,Female,Braga,96.02,39.919999999999995,2021-05,Repeat,
41171,T0039188,2023-09-29,P026361,S002,C009417,2,0.1,0,Accessories,White,XS,Summer,supplierd,65.38,190.48,Porto Center,Porto,728,33,Male,Faro,342.864,250.2,2023-09,Repeat,0-10%
41172,T0016625,2023-08-29,P026361,S003,C011378,2,0.0,1,Accessories,White,XS,Summer,supplierd,65.38,190.48,Faro Outlet,Algarve,336,42,Other,Lisbon,380.96,250.2,2023-08,Repeat,
41173,T0009214,2021-05-16,P026361,S005,C022924,3,0.1,0,Accessories,White,XS,Summer,supplierd,65.38,190.48,Coimbra Boutique,Coimbra,238,16,Female,Porto,514.2959999999999,375.29999999999995,2021-05,Repeat,0-10%
41174,T0039948,2021-07-23,P026649,S002,C022820,2,0.0,0,Tops,Red,S,Fall,supplierc,29.55,99.95,Porto Center,Porto,728,69,Female,Braga,199.9,140.8,2021-07,Repeat,
41175,T0032105,2024-06-28,P026937,S004,C004955,1,0.1,0,Shoes,Yellow,XL,Summer,supplierc,30.98,70.33,Online,Online,950,60,Female,Faro,63.297,39.349999999999994,2024-06,Repeat,0-10%
41176,T0030752,2023-06-13,P026937,S003,C021405,4,0.1,0,Shoes,Yellow,XL,Summer,supplierc,30.98,70.33,Faro Outlet,Algarve,336,61,Male,Coimbra,253.188,157.39999999999998,2023-06,Repeat,0-10%
41177,T0044316,2023-04-21,P027020,S004,C014162,2,0.0,0,Tops,White,S,Spring,supplierc,63.73,168.14,Online,Online,950,60,Male,Faro,336.28,208.82,2023-04,One-time,
41178,T0015722,2024-08-02,P027079,S004,C023493,1,0.1,1,Bottoms,Blue,S,Summer,supplierd,30.91,73.94,Online,Online,950,23,Other,Lisbon,66.546,43.03,2024-08,Repeat,0-10%
41179,T0022455,2024-11-28,P027156,S002,C005421,2,0.0,0,Bottoms,Red,L,Summer,supplierd,24.98,14.89,Porto Center,Porto,728,68,Female,Faro,29.78,-20.18,2024-11,Repeat,
41180,T0022095,2020-11-15,P027156,S005,C007252,4,0.1,0,Bottoms,Red,L,Summer,supplierd,24.98,14.89,Coimbra Boutique,Coimbra,238,45,Female,Coimbra,53.604000000000006,-40.36,2020-11,Repeat,0-10%
41181,T0006244,2023-02-17,P027156,S001,C011818,4,0.0,0,Bottoms,Red,L,Summer,supplierd,24.98,14.89,Lisbon Flagship,Lisbon,179,63,Male,Coimbra,59.56,-40.36,2023-02,Repeat,
41182,T0038698,2024-12-07,P027597,S004,C005566,2,0.3,0,Shoes,Green,S,Summer,suppliera,44.07,186.53,Online,Online,950,44,Other,Faro,261.142,284.92,2024-12,Repeat,20-30%
41183,T0035622,2023-01-28,P027597,S003,C007281,1,0.0,1,Shoes,Green,S,Summer,suppliera,44.07,186.53,Faro Outlet,Algarve,336,29,Male,Faro,186.53,142.46,2023-01,One-time,
41184,T0004838,2023-03-21,P027834,S001,C005848,3,0.0,0,Tops,Green,L,Spring,supplierd,73.52,16.01,Lisbon Flagship,Lisbon,179,64,Other,Porto,48.03,-172.52999999999997,2023-03,Repeat,
41185,T0003603,2021-09-06,P027834,S005,C020664,2,0.0,0,Tops,Green,L,Spring,supplierd,73.52,16.01,Coimbra Boutique,Coimbra,238,22,Male,Coimbra,32.02,-115.01999999999998,2021-09,Repeat,
41186,T0034239,2020-03-13,P028016,S003,C011956,1,0.0,0,Dresses,Yellow,M,Spring,supplierd,49.03,51.05,Faro Outlet,Algarve,336,28,Other,Lisbon,51.05,2.019999999999996,2020-03,Repeat,
41187,T0044757,2023-04-26,P028775,S002,C013244,2,0.0,0,Dresses,Red,S,Winter,suppliera,65.19,106.25,Porto Center,Porto,728,23,Female,Lisbon,212.5,82.12,2023-04,Repeat,
41188,T0005659,2022-11-03,P028891,S003,C015405,4,0.0,0,Tops,White,XL,Summer,supplierd,56.14,64.94,Faro Outlet,Algarve,336,64,Other,Lisbon,259.76,35.19999999999999,2022-11,Repeat,
41189,T0016231,2021-06-22,P028891,S004,C024982,4,0.0,1,Tops,White,XL,Summer,supplierd,56.14,64.94,Online,Online,950,18,Other,Braga,259.76,35.19999999999999,2021-06,Repeat,
41190,T0030115,2024-05-27,P029119,S003,C012356,4,0.0,1,Tops,Black,XS,Fall,supplierd,9.52,34.44,Faro Outlet,Algarve,336,18,Female,Lisbon,137.76,99.67999999999999,2024-05,Repeat,
41191,T0032997,2021-10-24,P029802,S004,C010826,1,0.1,0,Tops,Yellow,M,Summer,suppliera,61.82,179.01,Online,Online,950,53,Male,Faro,161.109,117.19,2021-10,Repeat,0-10%
41192,T0045075,2020-04-20,P030118,S002,C005891,2,0.3,0,Dresses,Red,XS,Summer,supplierc,67.58,38.49,Porto Center,Porto,728,53,Other,Braga,53.886,-58.17999999999999,2020-04,Repeat,20-30%
41193,T0041107,2022-01-05,P030118,S001,C010697,4,0.0,0,Dresses,Red,XS,Summer,supplierc,67.58,38.49,Lisbon Flagship,Lisbon,179,55,Other,Faro,153.96,-116.35999999999999,2022-01,Repeat,
41194,T0008814,2022-02-14,P030121,S004,C007753,3,0.0,0,Dresses,Blue,L,Winter,supplierb,18.32,138.47,Online,Online,950,56,Female,Lisbon,415.40999999999997,360.45000000000005,2022-02,One-time,
41195,T0015039,2024-12-11,P030140,S003,C004737,4,0.2,0,Bottoms,Green,XL,Summer,suppliera,53.44,149.32,Faro Outlet,Algarve,336,62,Other,Lisbon,477.824,383.52,2024-12,Repeat,10-20%
41196,T0028279,2024-07-17,P030140,S005,C021512,1,0.3,1,Bottoms,Green,XL,Summer,suppliera,53.44,149.32,Coimbra Boutique,Coimbra,238,65,Male,Lisbon,104.52399999999999,95.88,2024-07,Repeat,20-30%
41197,T0044753,2024-04-16,P030140,S004,C023995,2,0.1,0,Bottoms,Green,XL,Summer,suppliera,53.44,149.32,Online,Online,950,58,Male,Lisbon,268.776,191.76,2024-04,Repeat,0-10%
41198,T0026892,2024-08-28,P030568,S005,C004528,4,0.0,0,Tops,Black,M,Summer,supplierb,61.82,184.3,Coimbra Boutique,Coimbra,238,31,Other,Braga,737.2,489.9200000000001,2024-08,Repeat,
41199,T0035012,2023-07-28,P030728,S002,C000898,3,0.2,0,Shoes,Yellow,S,Spring,supplierd,11.02,16.77,Porto Center,Porto,728,25,Male,Porto,40.248000000000005,17.25,2023-07,Repeat,10-20%
41200,T0035688,2023-09-05,P030917,S004,C005647,3,0.0,0,Bottoms,Green,XL,Winter,supplierd,59.56,171.5,Online,Online,950,64,Other,Porto,514.5,335.82,2023-09,Repeat,
41201,T0037515,2022-07-07,P031014,S001,C004475,2,0.0,0,Shoes,Green,XS,Winter,suppliera,9.93,143.65,Lisbon Flagship,Lisbon,179,17,Male,Braga,287.3,267.44,2022-07,Repeat,
41202,T0045476,2022-12-31,P031263,S002,C009372,1,0.0,0,Tops,Green,XL,Summer,supplierd,56.39,39.9,Porto Center,Porto,728,61,Other,Lisbon,39.9,-16.490000000000002,2022-12,Repeat,
41203,T0003442,2023-10-09,P031510,S001,C000391,2,0.0,0,Dresses,Blue,XS,Summer,supplierd,49.81,16.99,Lisbon Flagship,Lisbon,179,69,Male,Porto,33.98,-65.64000000000001,2023-10,Repeat,
41204,T0010185,2020-04-21,P031548,S005,C014402,1,0.0,0,Shoes,Red,L,Spring,supplierb,7.3,74.5,Coimbra Boutique,Coimbra,238,69,Other,Braga,74.5,67.2,2020-04,Repeat,
41205,T0029365,2023-11-27,P031823,S004,C012140,4,0.1,0,Bottoms,Blue,XL,Summer,supplierb,12.83,95.92,Online,Online,950,27,Female,Porto,345.312,332.36,2023-11,Repeat,0-10%
41206,T0047684,2020-07-15,P032055,S001,C008838,2,0.0,0,Accessories,Red,XS,Winter,supplierb,62.86,25.61,Lisbon Flagship,Lisbon,179,65,Male,Braga,51.22,-74.5,2020-07,Repeat,
41207,T0013741,2022-12-12,P032100,S002,C000873,3,0.2,0,Tops,Yellow,XL,Fall,supplierb,6.94,192.31,Porto Center,Porto,728,37,Other,Braga,461.5440000000001,556.11,2022-12,Repeat,10-20%
41208,T0012470,2022-03-09,P032388,S002,C008631,1,0.0,0,Tops,Yellow,S,Winter,suppliera,53.77,131.67,Porto Center,Porto,728,64,Male,Porto,131.67,77.89999999999998,2022-03,Repeat,
41209,T0034051,2024-04-19,P033005,S002,C017517,2,0.1,0,Accessories,White,XS,Summer,supplierc,12.99,166.25,Porto Center,Porto,728,48,Other,Lisbon,299.25,306.52,2024-04,One-time,0-10%
41210,T0004932,2021-11-17,P033005,S004,C004381,2,0.0,0,Accessories,White,XS,Summer,supplierc,12.99,166.25,Online,Online,950,69,Other,Lisbon,332.5,306.52,2021-11,One-time,
41211,T0013573,2023-09-01,P033201,S005,C002723,1,0.0,0,Bottoms,Black,M,Winter,supplierb,6.89,99.48,Coimbra Boutique,Coimbra,238,33,Male,Lisbon,99.48,92.59,2023-09,One-time,
41212,T0049128,2023-10-29,P033201,S001,C013697,3,0.1,1,Bottoms,Black,M,Winter,supplierb,6.89,99.48,Lisbon Flagship,Lisbon,179,62,Other,Lisbon,268.596,277.77,2023-10,Repeat,0-10%
41213,T0040997,2021-07-31,P033201,S003,C024879,1,0.0,0,Bottoms,Black,M,Winter,supplierb,6.89,99.48,Faro Outlet,Algarve,336,45,Female,Lisbon,99.48,92.59,2021-07,Repeat,
41214,T0020068,2022-10-25,P033201,S003,C003473,3,0.0,0,Bottoms,Black,M,Winter,supplierb,6.89,99.48,Faro Outlet,Algarve,336,30,Female,Lisbon,298.44,277.77,2022-10,One-time,
41215,T0042163,2021-02-27,P033241,S001,C017395,4,0.2,0,Accessories,Red,XS,Fall,supplierd,48.34,153.31,Lisbon Flagship,Lisbon,179,28,Other,Faro,490.59200000000004,419.88,2021-02,Repeat,10-20%
41216,T0039791,2021-10-10,P033281,S005,C000969,4,0.0,0,Shoes,Blue,XL,Fall,supplierc,16.32,46.32,Coimbra Boutique,Coimbra,238,37,Male,Porto,185.28,120.0,2021-10,Repeat,
41217,T0044544,2023-05-03,P033395,S003,C024570,2,0.0,1,Bottoms,Blue,M,Spring,supplierc,56.59,83.53,Faro Outlet,Algarve,336,50,Female,Braga,167.06,53.879999999999995,2023-05,Repeat,
41218,T0006804,2020-03-26,P033592,S005,C002164,4,0.0,0,Dresses,Yellow,XL,Winter,supplierb,63.27,113.38,Coimbra Boutique,Coimbra,238,34,Female,Faro,453.52,200.43999999999997,2020-03,Repeat,
41219,T0006450,2024-01-03,P033592,S001,C018088,2,0.0,0,Dresses,Yellow,XL,Winter,supplierb,63.27,113.38,Lisbon Flagship,Lisbon,179,52,Male,Lisbon,226.76,100.21999999999998,2024-01,One-time,
41220,T0029666,2024-07-29,P033592,S001,C024708,1,0.0,1,Dresses,Yellow,XL,Winter,supplierb,63.27,113.38,Lisbon Flagship,Lisbon,179,67,Other,Porto,113.38,50.10999999999999,2024-07,Repeat,
41221,T0006809,2023-01-05,P034454,S003,C006628,2,0.1,1,Dresses,Yellow,XL,Fall,supplierc,55.54,93.68,Faro Outlet,Algarve,336,40,Male,Lisbon,168.62400000000002,76.28000000000002,2023-01,One-time,0-10%
41222,T0038092,2022-10-10,P034881,S004,C006082,3,0.0,0,Bottoms,White,M,Fall,supplierc,33.07,178.71,Online,Online,950,29,Female,Braga,536.13,436.9200000000001,2022-10,Repeat,
41223,T0013509,2022-02-22,P034881,S003,C024107,4,0.0,0,Bottoms,White,M,Fall,supplierc,33.07,178.71,Faro Outlet,Algarve,336,45,Male,Coimbra,714.84,582.5600000000001,2022-02,Repeat,
41224,T0016193,2020-05-25,P034930,S003,C022856,1,0.2,0,Bottoms,Green,M,Fall,supplierd,16.81,38.15,Faro Outlet,Algarve,336,39,Other,Faro,30.52,21.34,2020-05,Repeat,10-20%
41225,T0046894,2021-05-03,P034930,S005,C005730,2,0.0,0,Bottoms,Green,M,Fall,supplierd,16.81,38.15,Coimbra Boutique,Coimbra,238,50,Female,Braga,76.3,42.68,2021-05,Repeat,
41226,T0030736,2024-11-09,P034930,S004,C014276,1,0.0,0,Bottoms,Green,M,Fall,supplierd,16.81,38.15,Online,Online,950,32,Other,Faro,38.15,21.34,2024-11,One-time,
41227,T0002712,2020-11-10,P034938,S002,C005608,4,0.0,0,Shoes,Green,M,Spring,supplierb,42.49,135.53,Porto Center,Porto,728,25,Female,Porto,542.12,372.15999999999997,2020-11,Repeat,
41228,T0014693,2021-08-01,P034938,S003,C001310,4,0.2,1,Shoes,Green,M,Spring,supplierb,42.49,135.53,Faro Outlet,Algarve,336,37,Male,Lisbon,433.696,372.15999999999997,2021-08,One-time,10-20%
41229,T0017929,2021-02-05,P035369,S004,C020311,3,0.0,0,Accessories,Green,M,Winter,supplierb,62.44,182.72,Online,Online,950,62,Female,Braga,548.16,360.84000000000003,2021-02,One-time,
41230,T0014294,2020-07-01,P035369,S001,C011019,1,0.0,0,Accessories,Green,M,Winter,supplierb,62.44,182.72,Lisbon Flagship,Lisbon,179,43,Male,Coimbra,182.72,120.28,2020-07,One-time,
41231,T0035679,2024-10-14,P035379,S001,C022152,2,0.0,0,Bottoms,Red,XL,Winter,supplierb,58.8,51.33,Lisbon Flagship,Lisbon,179,35,Other,Coimbra,102.66,-14.939999999999998,2024-10,Repeat,
41232,T0028973,2024-03-27,P035449,S001,C012870,2,0.0,0,Bottoms,White,M,Fall,supplierd,9.82,154.94,Lisbon Flagship,Lisbon,179,43,Male,Faro,309.88,290.24,2024-03,Repeat,
41233,T0020269,2023-12-03,P035551,S003,C009965,2,0.0,0,Shoes,Blue,S,Winter,supplierb,34.29,18.93,Faro Outlet,Algarve,336,62,Male,Lisbon,37.86,-30.72,2023-12,Repeat,
41234,T0037348,2023-04-19,P035634,S005,C013590,3,0.0,0,Shoes,White,M,Winter,supplierc,12.07,65.21,Coimbra Boutique,Coimbra,238,39,Male,Lisbon,195.63,159.42,2023-04,Repeat,
41235,T0035997,2020-12-20,P035634,S001,C010032,4,0.0,0,Shoes,White,M,Winter,supplierc,12.07,65.21,Lisbon Flagship,Lisbon,179,38,Other,Faro,260.84,212.55999999999997,2020-12,Repeat,
41236,T0004312,2023-03-23,P035670,S001,C020101,4,0.1,0,Shoes,White,M,Fall,suppliera,67.97,142.42,Lisbon Flagship,Lisbon,179,35,Male,Porto,512.712,297.79999999999995,2023-03,Repeat,0-10%
41237,T0041980,2020-09-04,P035879,S001,C022403,1,0.1,0,Dresses,Green,L,Spring,suppliera,30.29,108.26,Lisbon Flagship,Lisbon,179,19,Other,Porto,97.43400000000001,77.97,2020-09,Repeat,0-10%
41238,T0023501,2021-12-11,P035951,S003,C024482,2,0.0,0,Dresses,Green,XS,Spring,supplierc,53.67,197.95,Faro Outlet,Algarve,336,61,Other,Coimbra,395.9,288.55999999999995,2021-12,Repeat,
41239,T0017820,2022-11-25,P035951,S001,C016330,1,0.1,0,Dresses,Green,XS,Spring,supplierc,53.67,197.95,Lisbon Flagship,Lisbon,179,29,Male,Faro,178.155,144.27999999999997,2022-11,Repeat,0-10%
41240,T0039214,2022-11-12,P036014,S005,C010968,1,0.0,0,Tops,Black,XS,Winter,supplierc,52.24,154.5,Coimbra Boutique,Coimbra,238,21,Other,Faro,154.5,102.25999999999999,2022-11,Repeat,
41241,T0037941,2022-09-22,P036114,S003,C013690,3,0.1,0,Bottoms,White,S,Winter,supplierb,22.34,100.62,Faro Outlet,Algarve,336,44,Female,Lisbon,271.67400000000004,234.84,2022-09,Repeat,0-10%
41242,T0022887,2021-11-21,P036493,S002,C009687,2,0.3,0,Dresses,Red,S,Spring,suppliera,39.88,181.98,Porto Center,Porto,728,39,Male,Lisbon,254.77199999999996,284.2,2021-11,Repeat,20-30%
41243,T0024363,2020-03-15,P036681,S004,C016833,2,0.0,0,Tops,Red,XL,Summer,supplierb,67.92,190.22,Online,Online,950,41,Other,Braga,380.44,244.6,2020-03,Repeat,
41244,T0006406,2020-09-19,P036681,S001,C003266,3,0.2,0,Tops,Red,XL,Summer,supplierb,67.92,190.22,Lisbon Flagship,Lisbon,179,51,Male,Faro,456.528,366.9,2020-09,Repeat,10-20%
41245,T0041498,2023-05-08,P036782,S002,C007641,3,0.0,0,Accessories,White,M,Spring,supplierc,44.53,192.16,Porto Center,Porto,728,30,Female,Porto,576.48,442.89,2023-05,One-time,
41246,T0020371,2023-03-12,P036980,S005,C009965,3,0.3,0,Shoes,White,XS,Fall,suppliera,23.25,159.11,Coimbra Boutique,Coimbra,238,62,Male,Lisbon,334.13100000000003,407.58000000000004,2023-03,Repeat,20-30%
41247,T0006746,2022-12-31,P036980,S003,C012041,1,0.1,0,Shoes,White,XS,Fall,suppliera,23.25,159.11,Faro Outlet,Algarve,336,25,Other,Lisbon,143.199,135.86,2022-12,Repeat,0-10%
41248,T0030956,2023-03-08,P036980,S002,C021247,3,0.0,0,Shoes,White,XS,Fall,suppliera,23.25,159.11,Porto Center,Porto,728,46,Female,Faro,477.33000000000004,407.58000000000004,2023-03,Repeat,
41249,T0040114,2023-09-27,P037214,S004,C007788,4,0.0,0,Dresses,Red,L,Fall,supplierb,17.51,63.94,Online,Online,950,50,Male,Lisbon,255.76,185.71999999999997,2023-09,Repeat,
41250,T0042499,2021-10-13,P037214,S005,C008124,4,0.0,0,Dresses,Red,L,Fall,supplierb,17.51,63.94,Coimbra Boutique,Coimbra,238,16,Female,Porto,255.76,185.71999999999997,2021-10,Repeat,
41251,T0033178,2022-07-04,P037214,S002,C009530,3,0.0,0,Dresses,Red,L,Fall,supplierb,17.51,63.94,Porto Center,Porto,728,51,Other,Braga,191.82,139.28999999999996,2022-07,Repeat,
41252,T0041940,2024-11-26,P037214,S004,C016738,4,0.0,0,Dresses,Red,L,Fall,supplierb,17.51,63.94,Online,Online,950,38,Male,Braga,255.76,185.71999999999997,2024-11,Repeat,
41253,T0049594,2020-01-16,P037677,S005,C004417,3,0.0,0,Accessories,White,XS,Fall,supplierb,72.65,34.01,Coimbra Boutique,Coimbra,238,60,Male,Faro,102.03,-115.92000000000002,2020-01,Repeat,
41254,T0041999,2020-01-18,P037677,S003,C016080,4,0.0,0,Accessories,White,XS,Fall,supplierb,72.65,34.01,Faro Outlet,Algarve,336,61,Other,Faro,136.04,-154.56000000000003,2020-01,Repeat,
41255,T0014942,2021-06-04,P037690,S004,C007037,1,0.0,1,Accessories,Yellow,XS,Fall,supplierc,43.98,165.97,Online,Online,950,34,Other,Faro,165.97,121.99000000000001,2021-06,Repeat,
41256,T0036084,2024-11-26,P037696,S001,C020869,4,0.0,0,Dresses,Black,XL,Summer,supplierd,11.87,112.96,Lisbon Flagship,Lisbon,179,68,Female,Porto,451.84,404.35999999999996,2024-11,Repeat,
41257,T0012777,2020-12-10,P037762,S004,C002465,2,0.0,0,Accessories,Red,XL,Summer,supplierb,65.3,48.62,Online,Online,950,52,Male,Porto,97.24,-33.36,2020-12,One-time,
41258,T0012314,2020-08-04,P037902,S002,C013366,3,0.1,0,Shoes,Red,S,Winter,supplierd,79.81,76.12,Porto Center,Porto,728,29,Other,Braga,205.52400000000003,-11.069999999999993,2020-08,One-time,0-10%
41259,T0027214,2020-08-31,P037954,S005,C012467,2,0.0,0,Dresses,Red,XS,Fall,supplierc,21.97,66.14,Coimbra Boutique,Coimbra,238,44,Other,Lisbon,132.28,88.34,2020-08,Repeat,
41260,T0011511,2023-11-04,P038280,S004,C021874,3,0.0,0,Dresses,White,XS,Spring,supplierb,10.38,192.15,Online,Online,950,53,Other,Coimbra,576.45,545.3100000000001,2023-11,Repeat,
41261,T0023304,2023-11-13,P038322,S005,C014205,3,0.0,0,Dresses,Green,XL,Winter,supplierd,24.46,72.93,Coimbra Boutique,Coimbra,238,33,Other,Braga,218.79000000000002,145.41000000000003,2023-11,Repeat,
41262,T0006512,2024-07-25,P038322,S001,C000247,2,0.0,0,Dresses,Green,XL,Winter,supplierd,24.46,72.93,Lisbon Flagship,Lisbon,179,23,Male,Lisbon,145.86,96.94000000000001,2024-07,One-time,
41263,T0013913,2021-05-03,P038332,S003,C002693,3,0.1,0,Bottoms,Yellow,L,Spring,supplierd,8.1,138.15,Faro Outlet,Algarve,336,64,Male,Lisbon,373.00500000000005,390.15000000000003,2021-05,Repeat,0-10%
41264,T0043820,2021-09-27,P038332,S005,C019952,4,0.0,0,Bottoms,Yellow,L,Spring,supplierd,8.1,138.15,Coimbra Boutique,Coimbra,238,23,Female,Lisbon,552.6,520.2,2021-09,Repeat,
41265,T0024400,2020-04-16,P038813,S004,C011909,2,0.2,0,Bottoms,Blue,M,Spring,supplierd,7.29,176.39,Online,Online,950,61,Female,Porto,282.224,338.2,2020-04,One-time,10-20%
41266,T0005204,2023-12-11,P038813,S001,C003921,3,0.1,0,Bottoms,Blue,M,Spring,supplierd,7.29,176.39,Lisbon Flagship,Lisbon,179,44,Male,Coimbra,476.253,507.29999999999995,2023-12,Repeat,0-10%
41267,T0009419,2020-01-17,P038952,S001,C004876,4,0.1,0,Dresses,Yellow,M,Summer,supplierc,46.0,183.95,Lisbon Flagship,Lisbon,179,32,Other,Coimbra,662.22,551.8,2020-01,Repeat,0-10%
41268,T0018422,2023-02-09,P038952,S005,C024524,1,0.0,0,Dresses,Yellow,M,Summer,supplierc,46.0,183.95,Coimbra Boutique,Coimbra,238,55,Male,Braga,183.95,137.95,2023-02,Repeat,
41269,T0013884,2023-10-14,P039049,S002,C017057,2,0.0,0,Dresses,Blue,L,Summer,supplierb,73.44,59.12,Porto Center,Porto,728,58,Female,Braga,118.24,-28.64,2023-10,Repeat,
41270,T0012566,2020-06-16,P039185,S002,C024004,1,0.0,0,Bottoms,White,L,Fall,suppliera,70.79,68.78,Porto Center,Porto,728,29,Male,Coimbra,68.78,-2.010000000000005,2020-06,Repeat,
41271,T0011823,2021-12-31,P040145,S002,C017498,1,0.1,0,Accessories,Blue,XS,Winter,supplierd,79.16,106.21,Porto Center,Porto,728,55,Male,Faro,95.589,27.049999999999997,2021-12,One-time,0-10%
41272,T0004522,2022-10-10,P040145,S002,C009304,1,0.0,0,Accessories,Blue,XS,Winter,supplierd,79.16,106.21,Porto Center,Porto,728,60,Male,Braga,106.21,27.049999999999997,2022-10,Repeat,
41273,T0028923,2022-04-12,P040210,S003,C001166,1,0.2,0,Dresses,White,XL,Spring,supplierd,69.53,176.57,Faro Outlet,Algarve,336,56,Female,Lisbon,141.256,107.03999999999999,2022-04,Repeat,10-20%
41274,T0027047,2021-06-22,P040619,S004,C002705,4,0.1,0,Shoes,White,S,Winter,supplierc,24.45,77.75,Online,Online,950,33,Other,Lisbon,279.90000000000003,213.2,2021-06,Repeat,0-10%
41275,T0009595,2023-09-06,P040862,S001,C000528,1,0.1,0,Dresses,Blue,XS,Spring,supplierc,9.87,57.09,Lisbon Flagship,Lisbon,179,50,Male,Porto,51.38100000000001,47.220000000000006,2023-09,Repeat,0-10%
41276,T0017160,2024-12-06,P040862,S005,C009601,3,0.0,0,Dresses,Blue,XS,Spring,supplierc,9.87,57.09,Coimbra Boutique,Coimbra,238,26,Other,Faro,171.27,141.66000000000003,2024-12,One-time,
41277,T0020865,2020-03-21,P041271,S003,C024788,1,0.0,0,Shoes,Blue,S,Spring,supplierb,42.72,113.36,Faro Outlet,Algarve,336,67,Other,Lisbon,113.36,70.64,2020-03,Repeat,
41278,T0043997,2021-08-24,P041271,S003,C012416,1,0.0,0,Shoes,Blue,S,Spring,supplierb,42.72,113.36,Faro Outlet,Algarve,336,55,Other,Faro,113.36,70.64,2021-08,One-time,
41279,T0029667,2020-08-27,P041415,S005,C022964,3,0.1,1,Shoes,White,M,Summer,suppliera,77.79,152.14,Coimbra Boutique,Coimbra,238,34,Male,Braga,410.77799999999996,223.04999999999995,2020-08,Repeat,0-10%
41280,T0028336,2023-02-15,P041934,S004,C007677,2,0.3,0,Dresses,Green,XL,Fall,supplierd,71.12,80.37,Online,Online,950,66,Other,Porto,112.518,18.5,2023-02,One-time,20-30%
41281,T0033586,2020-03-16,P041934,S005,C011226,3,0.0,0,Dresses,Green,XL,Fall,supplierd,71.12,80.37,Coimbra Boutique,Coimbra,238,45,Female,Porto,241.11,27.75,2020-03,Repeat,
41282,T0037258,2023-10-23,P042018,S003,C020731,1,0.2,0,Bottoms,Yellow,S,Summer,supplierd,15.86,50.38,Faro Outlet,Algarve,336,32,Female,Coimbra,40.304,34.52,2023-10,Repeat,10-20%
41283,T0032780,2020-12-10,P042018,S005,C020504,2,0.0,0,Bottoms,Yellow,S,Summer,supplierd,15.86,50.38,Coimbra Boutique,Coimbra,238,33,Male,Porto,100.76,69.04,2020-12,One-time,
41284,T0035624,2022-09-01,P042875,S002,C002944,2,0.0,0,Dresses,Red,M,Spring,supplierd,27.63,10.27,Porto Center,Porto,728,50,Other,Lisbon,20.54,-34.72,2022-09,Repeat,
41285,T0015026,2020-12-15,P043183,S003,C014493,1,0.0,0,Shoes,Green,S,Spring,supplierc,6.76,43.44,Faro Outlet,Algarve,336,33,Male,Braga,43.44,36.68,2020-12,Repeat,
41286,T0004149,2023-08-17,P043183,S005,C005256,4,0.1,0,Shoes,Green,S,Spring,supplierc,6.76,43.44,Coimbra Boutique,Coimbra,238,24,Other,Lisbon,156.384,146.72,2023-08,Repeat,0-10%
41287,T0025153,2024-02-09,P043183,S005,C007318,1,0.0,0,Shoes,Green,S,Spring,supplierc,6.76,43.44,Coimbra Boutique,Coimbra,238,58,Other,Coimbra,43.44,36.68,2024-02,Repeat,
41288,T0041444,2023-06-10,P043321,S004,C012010,3,0.0,0,Dresses,Yellow,S,Summer,supplierc,47.37,98.01,Online,Online,950,23,Female,Porto,294.03000000000003,151.92000000000002,2023-06,Repeat,
41289,T0048195,2022-11-28,P043321,S002,C021669,2,0.2,0,Dresses,Yellow,S,Summer,supplierc,47.37,98.01,Porto Center,Porto,728,48,Other,Porto,156.81600000000003,101.28000000000002,2022-11,One-time,10-20%
41290,T0036885,2022-03-11,P043321,S002,C017871,4,0.0,0,Dresses,Yellow,S,Summer,supplierc,47.37,98.01,Porto Center,Porto,728,46,Other,Lisbon,392.04,202.56000000000003,2022-03,Repeat,
41291,T0009577,2021-08-15,P043366,S003,C003607,2,0.0,0,Bottoms,Yellow,XL,Summer,supplierc,35.39,20.52,Faro Outlet,Algarve,336,44,Other,Porto,41.04,-29.740000000000002,2021-08,Repeat,
41292,T0032095,2021-04-20,P043366,S003,C015554,3,0.3,0,Bottoms,Yellow,XL,Summer,supplierc,35.39,20.52,Faro Outlet,Algarve,336,63,Male,Braga,43.092,-44.61,2021-04,One-time,20-30%
41293,T0042411,2024-02-11,P043693,S001,C022812,2,0.0,0,Shoes,Green,XS,Winter,suppliera,18.88,149.55,Lisbon Flagship,Lisbon,179,17,Female,Braga,299.1,261.34000000000003,2024-02,Repeat,
41294,T0003322,2023-08-01,P044084,S003,C014966,2,0.0,0,Accessories,Red,L,Summer,supplierd,63.16,93.1,Faro Outlet,Algarve,336,25,Female,Porto,186.2,59.879999999999995,2023-08,One-time,
